,Topic,Words,Frequency,Timestamp
1502,145,"biochar, mortar, strength, concrete, cement",2,2018-12-31 09:36:00.000
1503,150,"fog, computing, cloud, iot, edge",3,2018-12-31 09:36:00.000
1504,151,"cyclone, shortfalls, aud, tropical, damage",1,2018-12-31 09:36:00.000
1505,153,"lignin, valorizations, catalysts, ni, chemicals",1,2018-12-31 09:36:00.000
1506,156,"desalination, md, solar, powered, membrane",2,2018-12-31 09:36:00.000
1507,159,"ammonia, routes, synthesis, aiche, optimization",1,2018-12-31 09:36:00.000
1508,160,"dentistry, dental, gdc, council, procurement",2,2018-12-31 09:36:00.000
1509,161,"probabilistic, uncertainties, uncertainty, remanufacturing, uncertain",1,2018-12-31 09:36:00.000
1510,163,"variable, weeks, unrooted, poinsettia, pulcherrima",1,2018-12-31 09:36:00.000
1511,167,"dea, envelopment, eco, efficiency, step",3,2018-12-31 09:36:00.000
1512,-1,"energy, water, carbon, environmental, footprint",142,2019-07-02 00:00:00.000
1513,0,"crop, maize, wheat, soil, yield",28,2019-07-02 00:00:00.000
1514,1,"dairy, milk, beef, farm, farms",26,2019-07-02 00:00:00.000
1515,2,"building, buildings, construction, embodied, kosovo",18,2019-07-02 00:00:00.000
1516,3,"chain, supply, cap, logistics, routing",14,2019-07-02 00:00:00.000
1517,4,"pv, generation, grid, power, wind",8,2019-07-02 00:00:00.000
1518,5,"spillover, china, cities, hebei, tianjin",4,2019-07-02 00:00:00.000
1519,6,"cloud, centers, computing, center, workload",4,2019-07-02 00:00:00.000
1520,7,"kitchen, remember, kit, unnecessary, accelerate",5,2019-07-02 00:00:00.000
1521,8,"concrete, opbf, strength, rca, reinforced",5,2019-07-02 00:00:00.000
1522,9,"tourism, voluntourism, alpine, tourists, voluntourists",3,2019-07-02 00:00:00.000
1523,10,"avs, mobility, travel, transport, travels",5,2019-07-02 00:00:00.000
1524,11,"wastewater, pbr, treatment, sludge, nitrous",4,2019-07-02 00:00:00.000
1525,12,"waste, collection, nsw, landfill, wte",3,2019-07-02 00:00:00.000
1526,13,"household, households, lifestyles, income, consumption",9,2019-07-02 00:00:00.000
1527,16,"university, campus, universities, student, udem",6,2019-07-02 00:00:00.000
1528,17,"diet, dietary, diets, ghge, intake",6,2019-07-02 00:00:00.000
1529,19,"highway, peru, road, lima, pan",1,2019-07-02 00:00:00.000
1530,20,"textile, fashion, shirt, apparel, allocation",4,2019-07-02 00:00:00.000
1531,21,"meat, consumers, labels, consumer, wtp",6,2019-07-02 00:00:00.000
1532,23,"composites, gnr, fibers, composite, glass",6,2019-07-02 00:00:00.000
1533,25,"geopolymer, aasf, epoxy, resin, tio",2,2019-07-02 00:00:00.000
1534,26,"wine, grape, vineyard, bottle, viticulture",3,2019-07-02 00:00:00.000
1535,27,"multicarbon, electroreduction, microspheres, cu, porous",1,2019-07-02 00:00:00.000
1536,28,"ignition, engine, jet, compression, injection",2,2019-07-02 00:00:00.000
1537,29,"extractivism, firewood, silviculture, forest, northeast",1,2019-07-02 00:00:00.000
1538,30,"eemrio, imports, trade, shifting, iefs",2,2019-07-02 00:00:00.000
1539,31,"al, ti, slm, lcf, titanium",3,2019-07-02 00:00:00.000
1540,32,"hcpv, photovoltaic, cameroon, lifetime, greenness",2,2019-07-02 00:00:00.000
1541,34,"pv, spanish, solar, renewable, gdp",2,2019-07-02 00:00:00.000
1542,35,"biorefinery, sugarcane, sugar, scenario, phb",2,2019-07-02 00:00:00.000
1543,36,"rccp, pet, shredded, srsf, mk",1,2019-07-02 00:00:00.000
1544,37,"conferences, conference, travel, academic, ecpr",4,2019-07-02 00:00:00.000
1545,38,"education, students, online, teaching, reflections",3,2019-07-02 00:00:00.000
1546,39,"inhalers, respimat, inhaler, hfa, metered",4,2019-07-02 00:00:00.000
1547,40,"moral, cleansing, licensing, pro, behaviour",1,2019-07-02 00:00:00.000
1548,41,"packaging, nano, externalities, shelf, food",3,2019-07-02 00:00:00.000
1549,42,"desalination, seawater, salination, hotels, ed",4,2019-07-02 00:00:00.000
1550,44,"foam, viscosity, apparent, upscaling, eor",1,2019-07-02 00:00:00.000
1551,45,"scheduling, shop, job, cyber, wolves",4,2019-07-02 00:00:00.000
1552,46,"estimators, financial, belt, panel, dependence",1,2019-07-02 00:00:00.000
1553,47,"yard, electric, tk, kgco, icevs",2,2019-07-02 00:00:00.000
1554,49,"seafood, forcing, fisheries, fishing, pollock",2,2019-07-02 00:00:00.000
1555,50,"cdbt, ethanol, isolation, wickerhamomyces, cytochrome",3,2019-07-02 00:00:00.000
1556,51,"hydrogen, acidification, harmonisation, harmonised, harmonising",1,2019-07-02 00:00:00.000
1557,52,"pelletizing, iron, steel, sintering, induration",1,2019-07-02 00:00:00.000
1558,53,"plastics, nir, plastic, sorter, grades",1,2019-07-02 00:00:00.000
1559,54,"chinese, healthcare, light, footprint, carbon",1,2019-07-02 00:00:00.000
1560,55,"iom, citespace, citation, science, words",2,2019-07-02 00:00:00.000
1561,56,"risk, framework, corporate, proactive, companies",1,2019-07-02 00:00:00.000
1562,60,"ucg, coal, gasification, syngas, lignites",1,2019-07-02 00:00:00.000
1563,61,"heat, pump, pumps, spf, voltage",2,2019-07-02 00:00:00.000
1564,63,"coprocessing, cdu, sng, crude, distillate",3,2019-07-02 00:00:00.000
1565,64,"bivo, synthesis, photocatalytic, photocatalysts, splitting",4,2019-07-02 00:00:00.000
1566,65,"er, meoh, trls, methanol, alternatives",1,2019-07-02 00:00:00.000
1567,66,"membrane, solvent, membranes, pervaporation, sieve",2,2019-07-02 00:00:00.000
1568,67,"orc, allam, rankine, zeotropic, asu",3,2019-07-02 00:00:00.000
1569,68,"design, product, low, pst, lifecycle",2,2019-07-02 00:00:00.000
1570,69,"machining, nanofluid, roughness, surface, aisi",1,2019-07-02 00:00:00.000
1571,71,"battery, libs, batteries, lithium, ion",2,2019-07-02 00:00:00.000
1572,72,"carbonation, tonne, mgo, cao, cnt",2,2019-07-02 00:00:00.000
1573,73,"unused, cataract, surgery, center, medications",2,2019-07-02 00:00:00.000
1574,74,"dialysis, seeking, future, environment, sustainable",1,2019-07-02 00:00:00.000
1575,75,"refrigeration, hfc, climates, space, refrigerants",1,2019-07-02 00:00:00.000
1576,76,"sport, sports, clubs, league, travel",2,2019-07-02 00:00:00.000
1577,77,"hcf, herdsmen, household, steppe, mongolia",1,2019-07-02 00:00:00.000
1578,79,"bitcoin, mining, cryptocurrency, cryptocurrencies, blockchain",2,2019-07-02 00:00:00.000
1579,82,"oyster, recruitment, connectivity, aquaculture, hydrodynamic",2,2019-07-02 00:00:00.000
1580,84,"cooling, cabins, heat, towers, dissipation",1,2019-07-02 00:00:00.000
1581,86,"cement, ghges, ahp, dematel, mitigation",1,2019-07-02 00:00:00.000
1582,87,"fuel, transportation, whirlpool, saving, shippers",1,2019-07-02 00:00:00.000
1583,89,"mrv, regulation, shipping, ports, eu",1,2019-07-02 00:00:00.000
1584,92,"bicarbonate, microalgae, cultivation, heterotrophic, algal",2,2019-07-02 00:00:00.000
1585,93,"hsr, shanghai, speed, hsrs, beijing",1,2019-07-02 00:00:00.000
1586,97,"smes, sensemaking, advisors, practice, reflections",1,2019-07-02 00:00:00.000
1587,98,"acoustic, acoustical, fibers, additive, natural",1,2019-07-02 00:00:00.000
1588,101,"irrigation, smartness, water, soil, csi",2,2019-07-02 00:00:00.000
1589,104,"fod, freezing, drying, agf, ground",1,2019-07-02 00:00:00.000
1590,107,"sulphur, denitrification, autotrophic, removal, nitrogen",2,2019-07-02 00:00:00.000
1591,110,"biochar, buffer, oat, side, flows",1,2019-07-02 00:00:00.000
1592,111,"nigerian, biodiesel, curcas, jatropha, kernel",1,2019-07-02 00:00:00.000
1593,114,"organization, implementation, procurement, company, extended",1,2019-07-02 00:00:00.000
1594,118,"palm, oil, mill, op, accounting",2,2019-07-02 00:00:00.000
1595,120,"hydropower, reservoir, nexus, gco, wf",3,2019-07-02 00:00:00.000
1596,122,"starch, sago, cassava, chp, semi",2,2019-07-02 00:00:00.000
1597,124,"routes, aviation, connecting, stop, destinations",1,2019-07-02 00:00:00.000
1598,128,"plants, slurries, fed, digestion, ad",1,2019-07-02 00:00:00.000
1599,130,"wdss, water, distribution, pumping, wen",1,2019-07-02 00:00:00.000
1600,132,"dietary, land, dgcr, clumondo, changes",1,2019-07-02 00:00:00.000
1601,134,"cold, fruit, chains, chain, quality",1,2019-07-02 00:00:00.000
1602,136,"mining, minerals, studies, lca, mineral",1,2019-07-02 00:00:00.000
1603,156,"desalination, humidification, dehumidification, solar, major",1,2019-07-02 00:00:00.000
1604,159,"jp, ammonia, nitrogen, japan, carrier",1,2019-07-02 00:00:00.000
1605,164,"ghi, antarctica, dni, solar, irradiance",1,2019-07-02 00:00:00.000
1606,168,"phosphorus, slag, alkali, na, silica",2,2019-07-02 00:00:00.000
1607,169,"mno, roasting, leaching, mn, fe",1,2019-07-02 00:00:00.000
1608,-1,"energy, carbon, footprint, analysis, cement",262,2019-12-31 14:24:00.000
1609,0,"crop, maize, soil, wheat, tillage",41,2019-12-31 14:24:00.000
1610,1,"dairy, milk, farms, beef, farm",42,2019-12-31 14:24:00.000
1611,2,"building, buildings, construction, bim, design",41,2019-12-31 14:24:00.000
1612,3,"chain, supply, logistics, fuzzy, decision",14,2019-12-31 14:24:00.000
1613,4,"grid, power, microgrid, renewable, pv",18,2019-12-31 14:24:00.000
1614,5,"china, cities, city, urban, spatial",18,2019-12-31 14:24:00.000
1615,6,"cloud, centers, data, computing, center",8,2019-12-31 14:24:00.000
1616,7,"flung, tale, element, rsna, invited",9,2019-12-31 14:24:00.000
1617,8,"concrete, strength, ggbs, slag, compressive",7,2019-12-31 14:24:00.000
1618,9,"tourism, accommodation, tourist, hainan, tourists",10,2019-12-31 14:24:00.000
1619,10,"transport, traffic, bike, travel, public",10,2019-12-31 14:24:00.000
1620,11,"wastewater, treatment, fo, plants, mbr",5,2019-12-31 14:24:00.000
1621,12,"municipal, solid, waste, landfill, kerbala",5,2019-12-31 14:24:00.000
1622,13,"household, households, consumption, eu, income",9,2019-12-31 14:24:00.000
1623,14,"networks, cellular, network, wireless, mobile",9,2019-12-31 14:24:00.000
1624,15,"biodegradable, plastics, polymers, packaging, ag",9,2019-12-31 14:24:00.000
1625,16,"university, campus, universities, campuses, uoh",9,2019-12-31 14:24:00.000
1626,17,"dietary, diet, diets, food, ghge",8,2019-12-31 14:24:00.000
1627,18,"care, health, healthcare, hospital, services",5,2019-12-31 14:24:00.000
1628,19,"asphalt, wma, pavement, additives, pavements",6,2019-12-31 14:24:00.000
1629,20,"polyester, yarn, rubber, elastic, cotton",3,2019-12-31 14:24:00.000
1630,21,"consumers, consumer, labels, restaurant, diner",5,2019-12-31 14:24:00.000
1631,22,"specula, speculum, vaginal, disposable, reusable",2,2019-12-31 14:24:00.000
1632,23,"composites, biocomposite, composite, epoxy, fiber",7,2019-12-31 14:24:00.000
1633,24,"markov, training, models, oxygen, neural",4,2019-12-31 14:24:00.000
1634,25,"geopolymer, geopolymers, gpc, ash, fly",7,2019-12-31 14:24:00.000
1635,26,"wine, wineries, viticulture, vineyard, winery",5,2019-12-31 14:24:00.000
1636,27,"ammonia, electrochemical, electrocatalytic, synthesis, electrocatalysts",8,2019-12-31 14:24:00.000
1637,28,"flame, engines, engine, combustion, propagation",2,2019-12-31 14:24:00.000
1638,29,"woodland, trees, bat, lumber, thinning",3,2019-12-31 14:24:00.000
1639,30,"trade, output, imports, input, embodied",6,2019-12-31 14:24:00.000
1640,31,"laser, riser, casting, alloys, almgsi",3,2019-12-31 14:24:00.000
1641,32,"perovskite, silicon, pv, si, platensis",4,2019-12-31 14:24:00.000
1642,33,"cement, hydration, portland, kaolin, calcium",6,2019-12-31 14:24:00.000
1643,34,"ekurhuleni, coal, germany, exit, renewables",4,2019-12-31 14:24:00.000
1644,35,"sugarcane, hefa, straw, pathways, removal",2,2019-12-31 14:24:00.000
1645,36,"soil, mont, ageing, treated, capping",4,2019-12-31 14:24:00.000
1646,37,"conferences, conference, travel, meetings, events",6,2019-12-31 14:24:00.000
1647,38,"students, education, course, ssi, teaching",7,2019-12-31 14:24:00.000
1648,39,"inhalers, mdis, asthma, toothpaste, inhaler",3,2019-12-31 14:24:00.000
1649,40,"compensatory, implicit, attitudes, advocacy, advocates",4,2019-12-31 14:24:00.000
1650,41,"packaging, reusable, tableware, cardboard, boxes",6,2019-12-31 14:24:00.000
1651,42,"desalination, osmosis, reverse, swro, paso",4,2019-12-31 14:24:00.000
1652,43,"wind, turbines, wave, oyster, turbine",4,2019-12-31 14:24:00.000
1653,44,"foam, salinities, nanoparticles, eor, oil",2,2019-12-31 14:24:00.000
1654,45,"job, scheduling, algorithm, dynamic, flexible",3,2019-12-31 14:24:00.000
1655,46,"ecological, financial, nigeria, fdi, brics",3,2019-12-31 14:24:00.000
1656,47,"electric, vehicles, cars, bev, vehicle",3,2019-12-31 14:24:00.000
1657,48,"pasta, cooking, wpr, cfpc, food",2,2019-12-31 14:24:00.000
1658,49,"fishing, fisheries, seafood, fishers, catch",3,2019-12-31 14:24:00.000
1659,50,"pectin, extraction, succinic, uame, acid",2,2019-12-31 14:24:00.000
1660,51,"hydrogen, harmonised, harmonisation, storage, electrolysis",2,2019-12-31 14:24:00.000
1661,52,"steel, furnace, blast, iron, sintering",5,2019-12-31 14:24:00.000
1662,53,"plastic, cups, areca, plastics, epoxy",3,2019-12-31 14:24:00.000
1663,54,"oncology, cancer, inpatient, stays, departments",3,2019-12-31 14:24:00.000
1664,55,"research, brewing, bibliometric, ef, cf",4,2019-12-31 14:24:00.000
1665,56,"disclosures, reporting, vcgge, firms, companies",3,2019-12-31 14:24:00.000
1666,57,"digital, transformation, digitalisation, ict, music",2,2019-12-31 14:24:00.000
1667,58,"waste, food, hospitals, nigeria, management",6,2019-12-31 14:24:00.000
1668,59,"printing, abs, epi, tio, press",3,2019-12-31 14:24:00.000
1669,60,"vectors, capture, poly, flexible, ccus",1,2019-12-31 14:24:00.000
1670,62,"charging, ev, electric, vehicle, evs",5,2019-12-31 14:24:00.000
1671,63,"knotweed, gasification, biomass, ibpgm, syngas",5,2019-12-31 14:24:00.000
1672,64,"pec, photocatalytic, methanol, reforming, hydrogen",4,2019-12-31 14:24:00.000
1673,65,"methanol, impurities, esr, hydrogen, reforming",2,2019-12-31 14:24:00.000
1674,66,"membrane, membranes, hcl, mofs, edbm",3,2019-12-31 14:24:00.000
1675,67,"orc, reciprocating, rankine, turbine, compressor",4,2019-12-31 14:24:00.000
1676,68,"conceptual, design, product, low, cfood",2,2019-12-31 14:24:00.000
1677,69,"machining, cutting, machinability, taguchi, tool",3,2019-12-31 14:24:00.000
1678,70,"airbnb, hotel, accommodation, hosts, peer",2,2019-12-31 14:24:00.000
1679,71,"batteries, ion, battery, lithium, recycling",3,2019-12-31 14:24:00.000
1680,72,"carbonation, mineral, carbonated, bauxite, rc",3,2019-12-31 14:24:00.000
1681,73,"cataract, surgery, eyefficiency, ophthalmologists, surgical",3,2019-12-31 14:24:00.000
1682,74,"kidney, dialysis, nephrology, care, dialysate",1,2019-12-31 14:24:00.000
1683,76,"sport, sports, madness, olympic, ioc",2,2019-12-31 14:24:00.000
1684,77,"household, income, residents, inequality, households",4,2019-12-31 14:24:00.000
1685,78,"pad, hung, evaporation, cotton, vapor",3,2019-12-31 14:24:00.000
1686,81,"protein, fpr, fpi, lupin, wlpi",3,2019-12-31 14:24:00.000
1687,82,"aquaculture, continues, historical, domestication, species",1,2019-12-31 14:24:00.000
1688,84,"cooling, evaporative, eer, chiller, cooled",1,2019-12-31 14:24:00.000
1689,86,"cement, sludge, lime, dried, clinker",2,2019-12-31 14:24:00.000
1690,87,"company, fleet, transportation, topmost, dock",1,2019-12-31 14:24:00.000
1691,88,"digestion, adapted, anaerobic, biogas, biochar",3,2019-12-31 14:24:00.000
1692,89,"ports, maritime, ro, port, shipping",2,2019-12-31 14:24:00.000
1693,92,"microalgae, raceway, flue, cultivation, mixotrophic",3,2019-12-31 14:24:00.000
1694,93,"usps, rail, railway, sleepers, sleeper",4,2019-12-31 14:24:00.000
1695,94,"paediatric, anaesthesia, airway, anaesthetic, tertiary",2,2019-12-31 14:24:00.000
1696,95,"lighting, street, light, eco, led",4,2019-12-31 14:24:00.000
1697,96,"olive, oil, liter, productions, hobbyists",1,2019-12-31 14:24:00.000
1698,97,"hackathons, companies, business, collaboration, operations",1,2019-12-31 14:24:00.000
1699,98,"hemp, lime, conductivity, materials, hygrothermal",2,2019-12-31 14:24:00.000
1700,99,"electricity, generation, norm, expansion, capacity",2,2019-12-31 14:24:00.000
1701,100,"shale, coal, gas, leakage, methane",1,2019-12-31 14:24:00.000
1702,101,"irrigation, water, irrigated, projects, spain",2,2019-12-31 14:24:00.000
1703,102,"blockchain, contract, traceability, waste, smart",3,2019-12-31 14:24:00.000
1704,103,"ketones, cyclic, phenol, zeolite, chained",1,2019-12-31 14:24:00.000
1705,105,"sdn, ospf, network, networking, routing",3,2019-12-31 14:24:00.000
1706,106,"desflurane, vas, anaesthesia, anaesthesiology, department",2,2019-12-31 14:24:00.000
1707,107,"fna, nob, anammox, flocs, shocks",1,2019-12-31 14:24:00.000
1708,109,"telehealth, hcv, patients, hepatitis, consultation",1,2019-12-31 14:24:00.000
1709,110,"sphagnum, biochar, peatland, phenolic, peat",1,2019-12-31 14:24:00.000
1710,111,"hgo, sco, bitumen, virgin, cracking",1,2019-12-31 14:24:00.000
1711,112,"reuse, satellite, treatment, wastewater, reclamation",1,2019-12-31 14:24:00.000
1712,113,"attribution, methods, estimates, water, electricity",1,2019-12-31 14:24:00.000
1713,114,"gpp, procurement, public, responsible, exigencies",1,2019-12-31 14:24:00.000
1714,115,"rebars, connector, rebar, buckling, strain",2,2019-12-31 14:24:00.000
1715,116,"bricks, glass, aggregates, plastic, brick",1,2019-12-31 14:24:00.000
1716,117,"calculators, calculator, transaction, mobile, users",2,2019-12-31 14:24:00.000
1717,118,"palm, oil, cpo, ner, colombia",1,2019-12-31 14:24:00.000
1718,119,"marketing, social, contemporary, perceived, security",1,2019-12-31 14:24:00.000
1719,120,"reservoir, ch, diffusion, downstream, hydropower",2,2019-12-31 14:24:00.000
1720,121,"nutritional, meals, classification, score, menus",1,2019-12-31 14:24:00.000
1721,122,"cassava, starch, crisps, biogas, ced",1,2019-12-31 14:24:00.000
1722,123,"software, section, green, jit, computi",1,2019-12-31 14:24:00.000
1723,124,"airlines, aviation, airline, media, ana",2,2019-12-31 14:24:00.000
1724,125,"pulp, grades, paper, metric, ton",1,2019-12-31 14:24:00.000
1725,126,"coffee, robusta, cultivation, vietnam, cfp",3,2019-12-31 14:24:00.000
1726,127,"zn, ferrooxidans, pcbs, circuit, boards",2,2019-12-31 14:24:00.000
1727,128,"fjz, xdz, biogas, campus, investment",1,2019-12-31 14:24:00.000
1728,129,"funds, portfolio, asset, portfolios, mutual",2,2019-12-31 14:24:00.000
1729,130,"dwtp, drinking, wh, water, pvs",2,2019-12-31 14:24:00.000
1730,132,"dietary, diet, food, china, culture",4,2019-12-31 14:24:00.000
1731,133,"bamboo, slab, steel, slabs, reinforced",1,2019-12-31 14:24:00.000
1732,135,"decking, wood, preservative, service, treated",1,2019-12-31 14:24:00.000
1733,138,"daytime, radiative, cooling, window, subambient",1,2019-12-31 14:24:00.000
1734,139,"rmc, magnesium, printing, printable, oxide",1,2019-12-31 14:24:00.000
1735,140,"aluminum, leakage, aluminium, smelting, primary",3,2019-12-31 14:24:00.000
1736,141,"gangue, coal, geotechnical, mineralogical, mechanically",1,2019-12-31 14:24:00.000
1737,142,"ceramic, glasses, composition, material, barite",1,2019-12-31 14:24:00.000
1738,143,"mppt, thermoelectric, tgm, dc, converter",1,2019-12-31 14:24:00.000
1739,144,"pipe, pipeline, installation, trenchless, pipes",4,2019-12-31 14:24:00.000
1740,145,"biochar, cement, filler, composites, mortar",2,2019-12-31 14:24:00.000
1741,147,"factory, came, manufacturing, specific, cyber",1,2019-12-31 14:24:00.000
1742,148,"spatial, urban, institutions, evolution, reimagining",1,2019-12-31 14:24:00.000
1743,150,"fog, requests, computing, edge, tasks",1,2019-12-31 14:24:00.000
1744,153,"lignin, flotation, xanthates, cu, nanoparticles",1,2019-12-31 14:24:00.000
1745,156,"desalination, dc, plummeting, reserves, tremendous",1,2019-12-31 14:24:00.000
1746,158,"steel, iron, enterprises, audits, audit",2,2019-12-31 14:24:00.000
1747,159,"ethylene, plasma, ammonia, step, assisted",1,2019-12-31 14:24:00.000
1748,166,"groundwater, irrigation, nexus, pumping, india",1,2019-12-31 14:24:00.000
1749,167,"dea, rscs, envelopment, retail, efficiency",1,2019-12-31 14:24:00.000
1750,170,"ammonia, thermochemical, fertilizer, nitrogen, separation",1,2019-12-31 14:24:00.000
1751,-1,"co, energy, carbon, footprint, food",188,2020-07-01 04:48:00.000
1752,0,"rice, crop, ha, fertilizer, agricultural",25,2020-07-01 04:48:00.000
1753,1,"milk, dairy, beef, feed, cattle",30,2020-07-01 04:48:00.000
1754,2,"building, buildings, construction, timber, design",24,2020-07-01 04:48:00.000
1755,3,"chain, supply, cap, carton, manufacturer",10,2020-07-01 04:48:00.000
1756,4,"pv, grid, microgrid, power, storage",12,2020-07-01 04:48:00.000
1757,5,"china, ci, lockdown, yunnan, spatial",6,2020-07-01 04:48:00.000
1758,6,"cloud, computing, centers, vm, aware",6,2020-07-01 04:48:00.000
1759,7,"embedding, catering, nhs, commitment, programs",4,2020-07-01 04:48:00.000
1760,8,"concrete, strength, ash, gf, fns",11,2020-07-01 04:48:00.000
1761,9,"tourism, tourist, scenic, ecological, tourists",8,2020-07-01 04:48:00.000
1762,10,"bike, sharing, mobility, carpooling, shared",6,2020-07-01 04:48:00.000
1763,11,"wastewater, sludge, treatment, wwtp, sewage",6,2020-07-01 04:48:00.000
1764,12,"waste, collection, landfill, municipal, solid",8,2020-07-01 04:48:00.000
1765,13,"household, inequality, income, households, consumption",10,2020-07-01 04:48:00.000
1766,15,"bio, polymers, plastics, coatings, petroleum",3,2020-07-01 04:48:00.000
1767,16,"campus, university, smart, clemson, kpis",2,2020-07-01 04:48:00.000
1768,17,"diet, dietary, diets, food, intake",8,2020-07-01 04:48:00.000
1769,18,"care, health, healthcare, uneconomic, austrian",6,2020-07-01 04:48:00.000
1770,19,"pavement, road, roughness, pcp, pccp",2,2020-07-01 04:48:00.000
1771,20,"photochromic, dyeing, scco, colour, dyed",1,2020-07-01 04:48:00.000
1772,21,"restaurant, kilocalories, labels, consumers, cities",2,2020-07-01 04:48:00.000
1773,22,"reusable, disposable, surgical, gowns, gown",4,2020-07-01 04:48:00.000
1774,23,"composites, fibers, rubber, lgnr, polypropylene",5,2020-07-01 04:48:00.000
1775,24,"neural, gearboxes, learning, machine, segmentation",2,2020-07-01 04:48:00.000
1776,25,"geopolymer, earthen, hygroscopic, ggbs, fa",2,2020-07-01 04:48:00.000
1777,26,"wine, grapes, winery, grape, cellar",5,2020-07-01 04:48:00.000
1778,27,"electrocatalytic, electrochemical, co, molybdenum, ammonia",5,2020-07-01 04:48:00.000
1779,28,"diesel, rpm, engine, combustion, ucome",3,2020-07-01 04:48:00.000
1780,29,"eol, bcf, bca, cascade, wood",1,2020-07-01 04:48:00.000
1781,30,"mnes, bri, eu, fmnes, affiliates",3,2020-07-01 04:48:00.000
1782,31,"aluminum, resistances, provisions, concentrated, beams",1,2020-07-01 04:48:00.000
1783,33,"cement, gp, opc, hydration, silicate",7,2020-07-01 04:48:00.000
1784,34,"rd, carec, energy, regional, cleaner",3,2020-07-01 04:48:00.000
1785,35,"sugar, sugarcane, biofuels, biosolid, reservoir",3,2020-07-01 04:48:00.000
1786,36,"soil, eicp, jarosite, clayey, stabilized",4,2020-07-01 04:48:00.000
1787,37,"conference, conferences, online, person, meetings",5,2020-07-01 04:48:00.000
1788,38,"students, course, faculty, fieldwork, businesses",3,2020-07-01 04:48:00.000
1789,39,"inhalers, inhaler, prescribing, asthma, dpis",2,2020-07-01 04:48:00.000
1790,40,"feedback, guilt, advocacy, pride, pro",5,2020-07-01 04:48:00.000
1791,41,"packaging, wpc, recyclability, pe, bacon",3,2020-07-01 04:48:00.000
1792,42,"desalination, brine, seawater, brackish, water",5,2020-07-01 04:48:00.000
1793,43,"drag, wall, compliant, friction, streamwise",1,2020-07-01 04:48:00.000
1794,44,"reservoirs, unconventional, formations, geomechanics, bearing",1,2020-07-01 04:48:00.000
1795,45,"scheduling, algorithm, job, shop, problem",5,2020-07-01 04:48:00.000
1796,46,"cmcs, urbanization, ecological, degradation, capital",3,2020-07-01 04:48:00.000
1797,47,"vehicles, electric, lignite, costing, sources",1,2020-07-01 04:48:00.000
1798,48,"food, flw, wastage, agri, enablers",3,2020-07-01 04:48:00.000
1799,49,"crab, luminescent, netting, catch, snow",1,2020-07-01 04:48:00.000
1800,50,"cosmetic, carotenoids, lipids, glutinis, yeast",3,2020-07-01 04:48:00.000
1801,51,"hydrogen, electrolysis, electrolyzer, fuel, pem",8,2020-07-01 04:48:00.000
1802,52,"steel, iron, steelmaking, bf, furnace",6,2020-07-01 04:48:00.000
1803,53,"toys, plastic, plastics, pvc, pultrusion",3,2020-07-01 04:48:00.000
1804,54,"pathology, testing, restoration, fomo, remediation",5,2020-07-01 04:48:00.000
1805,55,"bibliometric, calculators, articles, family, eff",3,2020-07-01 04:48:00.000
1806,56,"pension, funds, default, climate, assets",2,2020-07-01 04:48:00.000
1807,57,"tablet, phases, smartphones, computers, scrutinized",1,2020-07-01 04:48:00.000
1808,58,"food, waste, plate, wasted, restaurants",1,2020-07-01 04:48:00.000
1809,59,"electronics, printed, printing, rpet, pla",2,2020-07-01 04:48:00.000
1810,60,"methane, decomposition, thermodynamic, graphite, type",1,2020-07-01 04:48:00.000
1811,61,"heat, pump, heating, dhc, district",7,2020-07-01 04:48:00.000
1812,62,"charging, vehicle, electric, grid, vehicles",4,2020-07-01 04:48:00.000
1813,63,"bdo, eibp, biomass, precombustion, pyrolysis",4,2020-07-01 04:48:00.000
1814,64,"photoelectrochemical, chlorine, wo, photocatalyst, pec",3,2020-07-01 04:48:00.000
1815,65,"reforming, hydrogen, methanol, pyrolysis, gas",5,2020-07-01 04:48:00.000
1816,67,"rankine, fluids, heat, fluid, exergo",2,2020-07-01 04:48:00.000
1817,69,"lubrication, machining, turning, cutting, quantity",1,2020-07-01 04:48:00.000
1818,70,"hospitality, hilton, melia, hotels, hotel",1,2020-07-01 04:48:00.000
1819,71,"battery, lies, ion, li, sodium",1,2020-07-01 04:48:00.000
1820,72,"carbonation, curing, cms, cement, uptake",3,2020-07-01 04:48:00.000
1821,74,"dialysis, care, haemodialysis, session, nephrocare",1,2020-07-01 04:48:00.000
1822,75,"refrigeration, refrigerants, refrigerant, investment, hfc",1,2020-07-01 04:48:00.000
1823,76,"fifa, fwc, tourist, accommodation, sport",1,2020-07-01 04:48:00.000
1824,77,"disparity, rural, household, expenditure, inequality",1,2020-07-01 04:48:00.000
1825,81,"protein, proteins, containing, oat, foods",1,2020-07-01 04:48:00.000
1826,82,"aquaculture, fish, stocking, feed, cage",3,2020-07-01 04:48:00.000
1827,83,"machine, learning, concrete, strength, rac",2,2020-07-01 04:48:00.000
1828,84,"dc, aquifer, ates, heat, utilization",1,2020-07-01 04:48:00.000
1829,85,"sulfur, mah, batteries, lithium, brewing",1,2020-07-01 04:48:00.000
1830,88,"biogas, inoculum, digestion, olrs, anaerobic",1,2020-07-01 04:48:00.000
1831,89,"port, ports, valencia, maritime, authorities",4,2020-07-01 04:48:00.000
1832,90,"carboxylic, microbiome, aw, mccas, caproic",1,2020-07-01 04:48:00.000
1833,91,"ecc, lc, pp, tensile, engineered",1,2020-07-01 04:48:00.000
